ID,Source,Severity,Distance(mi),Description,Side,County,Airport_Code,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Amenity,Crossing,Give_Way,Junction,No_Exit,Railway,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Duration,monthidx,SHour
A-5146,MapQuest,2,0.01,Accident on US-101 Southbound at Cesar Chavez Street.,R,San Francisco,KSFO,55.0,64.0,30.15,10.0,North,5.8,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,28,9,09
A-5198,MapQuest,3,0.01,Accident on I-280 Northbound at Exit 57 King St.,R,San Francisco,KOAK,59.0,49.0,30.1,10.0,NW,10.4,Partly Cloudy,False,False,False,False,False,True,False,False,False,False,False,Day,Day,Day,Day,29,9,12
A-5206,MapQuest,2,0.01,Accident on Franklin St at Grove St.,R,San Francisco,KSFO,59.0,49.0,30.09,10.0,NW,6.9,Clear,True,True,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,27,9,14
A-5213,MapQuest,2,0.01,Serious accident on US-101 Lombard St at Divisadero St.,R,San Francisco,KSFO,55.9,57.0,30.11,10.0,West,12.7,Scattered Clouds,True,True,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,29,9,15
A-5317,MapQuest,2,0.01,Slow lane blocked due to accident on US-101 Northbound at Alemany Blvd.,R,San Francisco,KSFO,57.0,40.0,30.22,10.0,North,24.2,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,9,10
A-5333,MapQuest,3,0.01,Right hand shoulder blocked due to accident on I-280 Northbound at Exits 49 49B CA-1.,R,San Francisco,KSFO,60.1,36.0,30.2,10.0,North,24.2,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,9,12
A-5344,MapQuest,2,0.01,Right hand shoulder blocked due to accident on US-101 Northbound at Exit 433A Vermont St.,R,San Francisco,KOAK,64.0,27.0,30.19,10.0,NNW,11.5,Partly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,29,9,13
A-5764,MapQuest,2,0.01,#1 lane blocked due to accident on US-101 Northbound at Exit 432 Potrero Ave.,R,San Francisco,KSFO,51.1,71.0,30.05,10.0,West,9.2,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,9,21
A-5780,MapQuest,3,0.01,Accident and oil spillage on I-80 Westbound at Exits 1 1C Bryant St.,R,San Francisco,KSFO,50.0,63.0,30.06,10.0,WNW,5.8,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,9,00
A-5802,MapQuest,2,0.01,Middle lane blocked due to accident on US-101 Westbound at Cesar Chavez St.,R,San Francisco,KOAK,50.0,61.0,30.13,10.0,WNW,3.5,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,9,09
A-5849,MapQuest,3,0.01,Right hand shoulder blocked due to accident on I-280 Northbound at Alemany Blvd.,R,San Francisco,KSFO,54.0,59.0,30.1,10.0,ENE,5.8,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,29,9,11
A-5956,MapQuest,2,0.01,One lane blocked due to accident on US-101 Northbound at Exit 429A Alanna Way.,R,San Francisco,KSFO,48.0,77.0,30.14,10.0,ENE,5.8,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,44,9,02
A-5961,MapQuest,3,0.01,Shoulder closed on exit ramp due to accident on I-80 Westbound at Exits 2 2A Harrison St.,R,San Francisco,KOAK,44.1,76.0,30.19,10.0,ESE,6.9,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,46,9,08
A-5996,MapQuest,2,0.01,Accident on US-101 Northbound at Exits 430A 430B 431 I-280.,R,San Francisco,KSFO,50.0,48.0,30.17,10.0,ESE,6.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,9,11
A-6057,MapQuest,3,0.01,#1&amp;#2 lane blocked due to accident on I-280 Southbound at Exits 49 49B CA-1.,R,San Francisco,KSFO,48.9,77.0,30.11,9.0,East,6.9,Light Rain,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night,29,9,18
A-6111,MapQuest,2,0.01,Accident on US-101 Northbound at Exit 432 Potrero Ave.,R,San Francisco,KSFO,48.9,93.0,30.06,2.0,NE,9.2,Rain,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,9,00
A-6159,MapQuest,3,0.01,Accident on I-280 Northbound at Exit 52 Bosworth St.,R,San Francisco,KSFO,50.0,93.0,30.07,2.0,North,12.7,Rain,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,45,9,07
A-6200,MapQuest,3,0.01,Accident on I-280 Northbound near Exits 54 54A 54B US-101.,R,San Francisco,KSFO,53.1,93.0,30.12,2.0,North,4.6,Light Rain,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,9,11
A-6213,MapQuest,3,0.01,2 left lane blocked and queueing traffic due to accident on I-280 Southbound at 7th St.,R,San Francisco,KOAK,57.9,90.0,30.12,8.0,SSE,13.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,43,9,12
A-6423,MapQuest,2,0.01,Lane blocked due to accident and vehicles spun around on US-101 Southbound at Exit 439 Transit Transfer Facility.,R,San Francisco,KSFO,57.0,93.0,30.2,10.0,SE,5.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,44,9,01
A-6430,MapQuest,2,0.01,Lane blocked due to accident on 7th St both ways around Brannan St.,R,San Francisco,KSFO,57.0,93.0,30.2,10.0,SSE,4.6,Light Rain,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,43,9,02
A-6495,MapQuest,3,0.01,Shoulder blocked on exit ramp due to accident on I-280 Northbound at Exit 52 Bosworth St.,R,San Francisco,KSFO,62.1,78.0,30.22,10.0,South,9.2,Overcast,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,9,12
A-6629,MapQuest,2,0.01,Lane blocked due to recovery work and accident on US-101 Southbound at Exits 433 433B 433C San Francisco-Oakland Bay Bridge.,R,San Francisco,KSFO,59.0,94.0,30.13,8.0,SSW,10.4,Overcast,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,44,9,02
A-6665,MapQuest,3,0.01,Right lane blocked due to accident on I-280 Northbound at Exit 51 Ocean Ave.,R,San Francisco,KSFO,61.0,87.0,30.08,7.0,South,8.1,Light Rain,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,9,11
A-6667,MapQuest,3,0.01,#2-3 lane blocked due to accident on I-80 Westbound at Exits 2B 2C Harrison St.,R,San Francisco,KOAK,60.1,93.0,30.07,0.8,SSE,13.8,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,9,12
A-6734,MapQuest,3,0.01,Shoulder blocked on exit ramp due to accident on I-80 Eastbound at Bryant St.,R,San Francisco,KOAK,50.0,93.0,30.17,10.0,NNW,4.6,Shallow Fog,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,43,9,02
A-6795,MapQuest,2,0.01,Accident on 10th St both ways at Harrison St.,L,San Francisco,KSFO,50.0,77.0,30.14,10.0,NNE,6.9,Mostly Cloudy,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,44,9,04
A-6796,MapQuest,3,0.01,#1 lane blocked due to accident on I-280 Northbound before US-101.,R,San Francisco,KSFO,50.0,77.0,30.14,10.0,NNE,6.9,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,35,9,05
A-6820,MapQuest,2,0.01,Right hand shoulder blocked due to accident on US-101 Northbound at Exit 432 Potrero Ave.,R,San Francisco,KOAK,55.9,64.0,30.18,10.0,ESE,3.5,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,28,9,11
A-6877,MapQuest,3,0.01,Slow lane blocked due to accident on I-280 Southbound at Exits 54 54A 54B US-101.,R,San Francisco,KSFO,52.0,77.0,30.12,10.0,East,8.1,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night,29,9,19
A-6892,MapQuest,3,0.01,Accident on I-280 Southbound at Exit 53 Alemany Blvd.,R,San Francisco,KSFO,51.1,83.0,30.11,10.0,East,6.9,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,9,20
A-6895,MapQuest,2,0.01,Accident on US-101 Southbound at Exit 432 Potrero Ave.,R,San Francisco,KOAK,51.1,71.0,30.11,10.0,East,5.8,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night,29,9,21
A-6902,MapQuest,3,0.01,#3&amp;#4 lane blocked due to accident on I-280 Northbound at Exit 55 Indiana St.,R,San Francisco,KOAK,51.1,68.0,30.11,10.0,East,4.6,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,9,21
A-6931,MapQuest,3,0.01,Accident on I-280 Northbound near Exits 54 54A 54B US-101.,R,San Francisco,KSFO,52.0,83.0,30.15,10.0,North,10.4,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,9,09
A-6935,MapQuest,2,0.01,Slow lane blocked due to accident on US-101 Southbound at Exits 433 433B 433C San Francisco-Oakland Bay Bridge.,R,San Francisco,KSFO,52.0,83.0,30.15,10.0,North,10.4,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,9,10
A-7013,MapQuest,3,0.01,Lane blocked on exit ramp due to accident on I-280 Northbound at Exits 54 54A 54B US-101.,R,San Francisco,KSFO,52.0,93.0,30.09,4.0,SSE,3.5,Light Rain,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,9,20
A-7054,MapQuest,2,0.01,Lane blocked on entry ramp due to accident on US-101 Southbound at Exit 432 Potrero Ave.,R,San Francisco,KSFO,53.1,93.0,30.06,3.0,ESE,3.5,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,44,9,03
A-7079,MapQuest,2,0.01,Accident on US-101 Southbound near Exits 433 433B 433C San Francisco-Oakland Bay Bridge.,R,San Francisco,KSFO,59.0,87.0,30.05,10.0,SE,9.2,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,9,10
A-7102,MapQuest,2,0.01,Accident on US-101 Southbound near Exit 430A Mansell St.,R,San Francisco,KSFO,62.1,78.0,30.01,10.0,South,11.5,Mostly Cloudy,False,True,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,29,9,12
A-7166,MapQuest,3,0.01,Slow lane blocked due to accident on I-280 Southbound at Exit 51 Ocean Ave.,R,San Francisco,KSFO,57.0,87.0,29.98,10.0,ESE,5.8,Overcast,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night,29,9,20
A-7202,MapQuest,3,0.01,Accident on I-80 Westbound at Exits 1 1C Bryant St.,R,San Francisco,KSFO,57.0,77.0,29.87,2.5,SSE,10.4,Light Rain,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,9,07
A-7247,MapQuest,2,0.01,Accident on US-101 Southbound at Exits 430A 430B 431 I-280.,R,San Francisco,KSFO,60.1,86.0,29.75,1.5,South,24.2,Rain,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,9,13
A-7267,MapQuest,3,0.01,#1&amp;#2 lane blocked due to accident on I-280 Northbound at Exit 53 Alemany Blvd.,R,San Francisco,KSFO,61.0,83.0,29.67,1.5,South,31.1,Rain,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,9,15
A-7362,MapQuest,3,0.01,#4 lane blocked due to accident on I-280 Northbound at Exit 51 Ocean Ave.,R,San Francisco,KSFO,52.0,83.0,29.71,8.0,WNW,13.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,9,22
A-7386,MapQuest,2,0.01,Lane blocked due to accident on US-101 Van Ness Ave Northbound after Van Ness Ave.,R,San Francisco,KSFO,51.1,66.0,29.77,10.0,West,21.9,Mostly Cloudy,False,True,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,44,9,02
A-7387,MapQuest,2,0.01,Lane blocked and right hand shoulder blocked due to accident on US-101 Southbound before Exit 433A Vermont St.,R,San Francisco,KSFO,51.1,66.0,29.77,10.0,West,21.9,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,44,9,02
A-7414,MapQuest,3,0.01,Accident on I-80 Westbound at Exit 4A Treasure Is.,R,San Francisco,KOAK,51.1,61.0,29.9,10.0,WNW,16.1,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,28,9,08
A-7453,MapQuest,3,0.01,#1 lane blocked due to accident on I-80 Westbound at Exits 2B 2C Harrison St.,R,San Francisco,KOAK,52.0,59.0,29.99,10.0,NW,12.7,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,9,16
A-7480,MapQuest,3,0.01,Accident on I-280 Westbound at Exit 50 San Jose Ave.,R,San Francisco,KSFO,48.9,59.0,30.06,10.0,WNW,17.3,Partly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night,30,9,20
A-7513,MapQuest,2,0.01,Lane blocked and queueing traffic due to accident on US-101 Van Ness Ave Southbound at Van Ness Ave.,R,San Francisco,KSFO,45.0,65.0,30.15,10.0,NW,4.6,Clear,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,9,00
A-7530,MapQuest,3,0.01,Slow lane blocked due to accident on I-280 Northbound at Exit 53 Alemany Blvd.,R,San Francisco,KSFO,41.0,62.0,30.25,10.0,West,5.8,Partly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Night,Day,Day,Day,44,9,06
A-7551,MapQuest,2,0.01,Accident on US-101 Eastbound at Exits 433 433B 433C San Francisco-Oakland Bay Bridge.,R,San Francisco,KSFO,51.1,44.0,30.25,10.0,East,4.6,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,9,13
A-7553,MapQuest,2,0.01,Accident on US-101 Northbound at Exit 430A Mansell St.,R,San Francisco,KSFO,51.1,44.0,30.25,10.0,East,4.6,Partly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,44,9,14
A-7560,MapQuest,2,0.01,Accident on US-101 Northbound at Exit 432 Potrero Ave.,R,San Francisco,KOAK,51.1,43.0,30.26,10.0,West,3.5,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,9,15
A-7585,MapQuest,2,0.01,Accident on CA-1 Junipero Serra Blvd Southbound at Junipero Serra Blvd.,R,San Francisco,KSFO,45.0,63.0,30.28,10.0,West,8.1,Partly Cloudy,False,True,False,False,False,True,False,False,False,True,False,Night,Night,Night,Night,29,9,19
A-7882,MapQuest,2,0.01,Middle lane blocked due to accident on US-101 Southbound at Exits 429B 429C 3rd St.,R,San Francisco,KSFO,52.0,61.0,30.26,10.0,North,6.9,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,9,13
A-7973,MapQuest,3,0.01,Slow lane blocked due to multi-vehicle accident on I-280 Southbound at Exit 50 San Jose Ave.,R,San Francisco,KSFO,52.0,61.0,30.19,10.0,East,12.7,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,9,21
A-7987,MapQuest,3,0.01,Queueing traffic and 3rd lane blocked due to accident on I-80 Eastbound at Exits 2B 2C Harrison St.,R,San Francisco,KOAK,48.0,58.0,30.17,10.0,North,3.5,Partly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night,29,9,23
A-8118,MapQuest,2,0.01,#2 lane blocked due to accident on US-101 Northbound at Exits 433 433B 433C San Francisco-Oakland Bay Bridge.,R,San Francisco,KSFO,52.0,80.0,30.05,10.0,North,3.5,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,9,21
A-8119,MapQuest,3,0.01,#2 lane blocked due to accident on I-80 Eastbound at Exits 2B 2C Harrison St.,R,San Francisco,KOAK,45.0,82.0,30.06,10.0,NW,3.5,Clear,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,9,21
A-8199,MapQuest,3,0.01,Slow lane blocked due to accident on I-80 Eastbound at Exits 1 1C Bryant St.,R,San Francisco,KSFO,55.9,67.0,29.96,10.0,WNW,6.9,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,9,16
A-8208,MapQuest,2,0.01,Accident on Bryant St at Division St.,R,San Francisco,KSFO,54.0,72.0,29.97,10.0,WNW,6.9,Scattered Clouds,False,False,False,False,False,False,True,False,False,False,False,Night,Day,Day,Day,29,9,17
A-8262,MapQuest,3,0.01,Slow lane blocked due to accident on I-280 Northbound at Exit 51 Ocean Ave.,R,San Francisco,KSFO,46.9,83.0,30.0,10.0,WNW,4.6,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,9,21
A-8282,MapQuest,3,0.01,Right hand shoulder blocked due to accident on I-280 Southbound at Exit 52 Bosworth St.,R,San Francisco,KSFO,50.0,77.0,29.91,10.0,East,3.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,44,9,02
A-8297,MapQuest,3,0.01,#1 lane blocked due to accident on I-280 Northbound at Exit 55 Pennsylvania Ave.,R,San Francisco,KOAK,48.9,93.0,29.88,6.0,ESE,9.2,Light Rain,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,45,9,08
A-8349,MapQuest,3,0.01,#1 #2 and 3 lane blocked due to accident on I-280 Northbound at Exit 53 Alemany Blvd.,R,San Francisco,KSFO,53.1,86.0,29.8,8.0,West,19.6,Light Rain,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,29,9,13
A-8396,MapQuest,2,0.01,Accident on US-101 Northbound at Exits 430A 430B 431 I-280.,R,San Francisco,KSFO,52.0,74.0,29.82,10.0,WNW,19.6,Mostly Cloudy,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,29,9,16
A-8407,MapQuest,3,0.01,Left lane blocked due to accident on I-280 Northbound at Exit 51 Ocean Ave.,R,San Francisco,KSFO,50.0,74.0,29.82,10.0,West,10.4,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,9,16
A-8438,MapQuest,3,0.01,#2 lane blocked due to accident on I-80 Eastbound at Exits 2B 2C Harrison St.,R,San Francisco,KOAK,51.1,77.0,29.82,10.0,WNW,12.7,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Day,29,9,18
A-8503,MapQuest,3,0.01,HOV lane blocked due to accident on I-280 Northbound at Exit 51 Ocean Ave.,R,San Francisco,KSFO,48.0,68.0,29.86,10.0,WNW,11.5,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,9,22
A-8508,MapQuest,2,0.01,Right hand shoulder blocked due to accident now on the shoulder on US-101 Southbound at Exit 430A Mansell St.,R,San Francisco,KSFO,46.9,74.0,29.86,9.0,West,13.8,Light Rain,False,False,False,True,False,False,True,False,False,False,False,Night,Night,Night,Night,29,9,00
A-8563,MapQuest,3,0.01,#3 lane blocked due to accident on I-80 Westbound at 7th St.,R,San Francisco,KSFO,44.1,79.0,30.06,10.0,ESE,3.5,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,9,08
A-8584,MapQuest,3,0.01,Accident on I-280 Southbound at Alemany Blvd.,R,San Francisco,KSFO,46.9,71.0,30.13,10.0,NE,20.7,Clear,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,44,9,20
A-8589,MapQuest,3,0.01,Accident on I-80 Eastbound at 4th St.,L,San Francisco,KOAK,43.0,80.0,30.15,10.0,NE,10.4,Clear,False,True,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,44,9,21
A-8599,MapQuest,3,0.01,Accident on I-80 Eastbound at Exits 2B 2C Harrison St.,R,San Francisco,KOAK,42.1,79.0,30.18,10.0,NE,8.1,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,45,9,22
A-8612,MapQuest,3,0.01,Accident on I-80 Westbound at Fremont St.,R,San Francisco,KOAK,42.1,76.0,30.19,10.0,ENE,9.2,Clear,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,44,9,00
A-8619,MapQuest,2,0.01,Lane blocked due to accident on US-101 Van Ness Ave Southbound at Van Ness Ave.,R,San Francisco,KSFO,43.0,68.0,30.24,10.0,ENE,9.2,Clear,False,True,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,44,9,05
A-8644,MapQuest,1,0.01,Accident on Valencia St Westbound at 24th St.,R,San Francisco,KSFO,48.9,54.0,30.29,10.0,ENE,8.1,Partly Cloudy,True,False,False,False,False,False,True,False,False,True,False,Night,Night,Night,Night,45,9,18
